"","class","reference","method","size","set","precision","recall","f1","accuracy"
"816","Cytotoxic T cell","PBMC10x","CellID",100,5,0.517206477732793,0.225408028231142,0.313978494623656,0.225408028231142
"817","Cytotoxic T cell","PBMC10x","CellID",100,6,0.69452736318408,0.307895897662109,0.426650366748166,0.307895897662109
"818","Cytotoxic T cell","PBMC10x","CellID",100,7,0.607023411371237,0.320247022496692,0.419289633265954,0.320247022496692
"819","Cytotoxic T cell","PBMC10x","CellID",100,8,0.613658536585366,0.277459197176886,0.382138517618469,0.277459197176886
"820","Cytotoxic T cell","PBMC10x","CellID",100,9,0.555555555555556,0.25363917071019,0.348273773470624,0.25363917071019
"821","Cytotoxic T cell","PBMC10x","CellID",1000,1,0.753679318357862,0.429201588001764,0.546936481169196,0.429201588001764
"822","Cytotoxic T cell","PBMC10x","CellID",1000,10,0.708894878706199,0.464049404499338,0.560917088776326,0.464049404499338
"823","Cytotoxic T cell","PBMC10x","CellID",1000,11,0.741721854304636,0.395235994706661,0.51568345323741,0.395235994706661
"824","Cytotoxic T cell","PBMC10x","CellID",1000,12,0.737819025522042,0.420820467578297,0.535955056179775,0.420820467578297
"825","Cytotoxic T cell","PBMC10x","CellID",1000,13,0.745495495495496,0.438023820026467,0.551819949986107,0.438023820026467
"826","Cytotoxic T cell","PBMC10x","CellID",1000,14,0.737138263665595,0.404499338332598,0.522358302477926,0.404499338332598
"827","Cytotoxic T cell","PBMC10x","CellID",1000,15,0.705256154357951,0.467578297309219,0.562334217506631,0.467578297309219
